"","prod","title","author","date","review_format","stars","comments","n_helpful"
"350","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","We can hardly wait to get three other rooms carpet out so ilife can clean them off as it doesn't work so great on carpet","Craig C ","October 15, 2016","Size: V5sVerified Purchase",5,"I Life has given me my life back!  Not that I swept everyday but with two shedding dogs we sure needed to. Now we run ilife everyday sometimes twice a day and it never fails to pick up what you don't even realize is there. This also cuts down on the dust on the furniture. We can hardly wait to get three other rooms carpet out so ilife can clean them off as it doesn't work so great on carpet.",1
"351","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Our Little Mighty Mouse is the bomb!","Grace","August 22, 2018","Size: V5s ProVerified Purchase",5,"With our cats running around and dropping their hair all over, this little thing keeps up!  I come home everyday and I have a fresh vacuumed floor.  The mop works great too!  I just let this thing go and it goes, rarely gets stuck, and doesn't bash its head into everything like my BobSweep did.  love, love and love!.. highly recommend!  don't have any negatives… this is a great buy!",NA
"352","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Love this robot....best thing I have ever purchased","Balraj Singh","November 30, 2018","Size: V5s ProVerified Purchase",4,"This is my first cleaning robot. My son has named it ""Mopatron"" and is already in love with this new toy in the house. It vacuum and mops as well. Using it since the last couple of days and it has done a great job so far. Battery life is good. Won't recommend it for carpets or mats but it cleans hard floor/tile like a pro. The best thing is its lot cheaper than the other options out there. Would definitely recommend this cleaning robot.",NA
"353","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","It works well for the price. I have a ...","jennifer  p. roberts","September 23, 2016","Size: V5sVerified Purchase",5,"It works well for the price.  I have a really big house so it doesn't cover the whole area before it has to go back home and recharge. But if it vacuums every day, floors stay clean because what it didn't get yesterday, it gets today.  Mopping part doesn't release enough water in my opinion, so I just dampen the pad first and let it add more water as it goes.",3
"354","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Does the job","Nancy Grant","March 19, 2019","Size: V5s ProVerified Purchase",5,"The first time I used it I thought it wasn’t doing Much and then I opened the dirt container and was amazed. I have now used it several times and am quite impressed. It does not get stuck in corners and goes from hardwood to carpet easily. It does miss some spots when doing the whole first floor and does best when keeping to one to two rooms. I have not used the wet mop feature yet so I cannot a dress that.",NA
"355","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","This is not a vacuum","Demetrius Burgess","April 19, 2019","Size: V5s ProVerified Purchase",3,"This device is not a vacuum! If anything it's a sweeper. The mop feature is a waste. I basically have to mop the floor myself and then it'll come by and dry it. That literally defeats the purpose. There is no rhyme or reason to the direction that it sweeps in its very random and unorganized.I'm sending this back!",NA
"356","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","a little disappointed","Rick","October 31, 2017","Size: V5sVerified Purchase",3,"When I received this and opened it , it was obvious that it wasn't new. The unit was packed like it was new but when unpacked found the debris container full of dirt and animal hair so it was obvious that it had been used and repacked. I cleaned it up and followed all instructions as if it were new although the battery had already been charged. The unit runs fine and works and meets all my expectations although I have not used the mop yet. I programmed it to run at set times and does great. If not for the fact that I received a used unit instead of a new one is the reason for the 3out of 5 rating.",NA
"357","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","It gets stuck on everything","Amazon Customer","February 26, 2017","Size: V5sVerified Purchase",3,"It gets stuck on everything. You have to watch it the entire time it is working and it ends up being a total waste of time. It was a nice novelty first, but it has been sitting in the corner completely unused for over a month now. I've gone back to using the regular old vacuum.",1
"358","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Not so good for cats hair","Maria NYC","December 27, 2016","Size: V5sVerified Purchase",3,"The only reason i put 3 stars,because it doesn't clean cats hair on rug. Not as good clean. I read reviews and description,it was supposed to do better with cats hair. On other types of flooring it cleans good. I haven't tried to mop yet.",1
"359","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Love, love","Dore S","April 19, 2017","Size: V5sVerified Purchase",5,"Love, love, love this.  It works great so far.  It does get hung up but I just watch what it gets high up on and try and fix it.  It is pretty quiet but it does make a noise. So far very happy with the purchass",1
"360","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Not Durable","Amazon Customer","December 31, 2018","Size: V5s ProVerified Purchase",2,"Well, it made it 1 year. It was great while it lasted. Now it just backs up twice and switches directions x 4 and then will just beep constantly. Room it apart, cleaned it all, put it together and ... nothing. It breaks my heart, it worked so well but now it lives in the dumpster.",NA
"361","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","because we love our's so much","brian ross","November 26, 2017","Size: V5sVerified Purchase",5,"We have pets, and this vacuum is a huge help. I have bought two of these for family members, because we love our's so much!",2
"362","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","I love this ILIFE robotic vacuum","Amazon Customer","October 25, 2016","Size: V5sVerified Purchase",5,"I love this ILIFE robotic vacuum.  I have a small apartment with hardwood floors and carpet in the bedroom.  It does a great job at picking up everything from pet hair/dust particles to larger pieces of debris.  I run this vacuum a couple times a week and notice a huge difference than just sweeping or vacuuming alone.  It does sometime get stuck on small rugs or under my sofa but otherwise it is excellent at climbing on top of difference surface areas.  I would highly recommend this product.  It does an great job moping as well, very easy to clean and transition to sweep mode.",1
"363","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","LOVE","regina longmuir","March 31, 2017","Size: V5sVerified Purchase",5,"This ,,,I LOVE !!! Very easy to operate and cleans soo good . I have 6 Corgis and this lil lad runs 2 to 3 xs aday !",2
"364","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Weak suction and no bottom brush","Edward Owen","January 15, 2018","Size: V5s ProVerified Purchase",3,"The good: Gets close to the wall, navigates around furniture well, long battery life and has a large dust bin and mopping tank. The bad: does not have a bottom brush and misses a lot of dirt, (or the side brushes scatter it all over the floor), the suction is not very strong and it does not follow a logical pattern so you can't tell where it's cleaned. Still trying to find a robot that works. Looks like Roomba will be next.",1
"365","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Liked it but kept getting stuck","Katie","March 12, 2018","Size: V5sVerified Purchase",3,"It did a decent job the battery life went great for a long time but after a year it wouldn’t hold charge for very long and it usually went to the same places in the floor unless I would try to redirect it over and over. Also it always got stuck somewhere and it especially loved my rocketing chair!! It would go and try to ride the metal legs under the chair and get stuck every s I n g l e time so I eventually just put it up and never used it again",NA
"366","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Shell out another $100 bucks and buy better","Nirav Mehta","November 11, 2016","Size: V5sVerified Purchase",2,"In short, you get what you pay for ... an aimless vacuum cleaner on wheels. I have owned a Roomba before and have to say that this is no competition at all. It gets stuck in the oddest of situations - room dividers are its worst enemy, banister etc. Lack of virtual walls is a big constraint which I did not realize before I bought this. It has almost never found its way back on its own to its charging station, so I'm not even sure it has any intelligence in tracking what it has cleaned or hasn't. Reminds me of the screen scrapers with the ball just bouncing around from wall to wall. I would not recommend this product.",1
